Seller SKU ID,ISBN13,Title,Author,Publisher,Binding,Language,Book Subcategory,Main Image URL,Other Image URL 1,Other Image URL 2,Other Image URL 3,Other Image URL 4,Other Image URL 5,Other Image URL 6,Other Image URL 7,Other Image URL 8,Other Image URL 9,Other Image URL 10,Edition,Publication Year,Pages,Genre,Items Included,ISBN10,About Author,Description,Pack of,Genre New,Book Category
Fooled by Randomness,9781634558693,Fooled by Randomness,Nicholas Nassim Taleb,STRIBE,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/i/x/b/fooled-by-randomness-original-imah8bq5k4ydb8zf.jpeg,https://img.fkcdn.com/image/xif0q/book/y/w/h/fooled-by-randomness-original-imah8bq5sxfbmueh.jpeg,,,,,,,,,,V1,2007,368,,,,,"It is only because we fail to understand probability that we continue to believe events are non-random, finding reasons where none exist. This irreverent bestseller has shattered the illusions of people around the world by teaching them how to recognize randomness. Now it can do the same for you. Nassim Nicholas Taleb is a radical and paradoxical philosopher for our times. He has spent his life immersing himself in problems of luck, uncertainty, probability, and knowledge, and he has led three high-profile careers around his ideas, as a man of letters, as a businessman-trader, and as a university professor and researcher. He is currently Distinguished Professor of Risk Engineering at New York University's Polytechnic Institute. His books Fooled by Randomness and The Black Swan have been published in thirty-three languages. Taleb refuses all awards and honours as they debase knowledge by turning it into competitive sports.",,,Other Books
Freida McFadden 4 Books Collection Set,9780785233183,"Freida McFadden 4 Books Collection Set (The Tenant, Never Lie, The Locked Door & The Coworker)",FRIEDA MCFADDEN,SKYZONE EASYBUY,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/w/a/g/freida-mcfadden-4-books-collection-set-the-tenant-never-lie-the-original-imahd2yp7jvtbfp6.jpeg,,,,,,,,,,,1,2025,1100,best fiction books,,,,,,,Other Books
Freida McFadden Thriller Series 10 Books Collection Set,9798897051861,"Freida McFadden Thriller Series 10 Books Collection Set (The Housemaid, The Housemaid's Secret, Housemaid Is Watching, Never Lie, Coworker, Locked Door, Teacher, Inmate, The Crash and Boyfriend)",FRIEDA MCFADDEN,SKYZONE EASYBUY,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/h/q/q/freida-mcfadden-thriller-series-10-books-collection-set-the-original-imahg78g2rdgkbbm.jpeg,https://img.fkcdn.com/image/xif0q/book/e/g/v/freida-mcfadden-thriller-series-10-books-collection-set-the-original-imahg78gdzsf6dzs.jpeg,,,,,,,,,,1,2025,2500,best fiction books,,,,,,,Other Books
"Gathod  (Marathi, Paperback, Pu. La Deshpande)",9788180860454,Gathod,Pu. La Deshpande,Parchure Prakashan Mandir,Paperback,Marathi,Other Literature Books,https://img.fkcdn.com/image/book/4/5/4/gathod-original-imaerk3yshsaky3j.jpeg,,,,,,,,,,,1st Edition,2012,221,,,8180860450,,,,,Literature Books
"Rich Dad,Ikigai,Atomic Habit,Psychology of Money,Substle Art",9782746696006,"Glow Glossary Combo Of 5 Best Selling Book (Rich Dad Bad Dad,Ikigai,Atomic Habit,Psychology Of Money And The Substle Art Of Not Giving A Fu*K)",CLEAR JAMES,Kaluba (Wlodzimierz),Paperback,English,General Fiction Books,https://img.fkcdn.com/image/xif0q/book/m/s/a/combo-of-5-best-selling-book-rich-dad-bad-dad-ikigai-atomic-original-imahf9hst6ekcrhd.jpeg,,,,,,,,,,,2025-26,,,Fiction,5 book,,,,,Fiction,Fiction Books
God Of 3 Book Series God Of Wrath+ God Of Ruin+ God Of Pain,9780219791012,God Of 3 Book  Series God Of Wrath+ God Of Ruin+ God Of Pain,Rina Kent,Tiagoforte india,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/d/j/3/god-of-3-book-series-god-of-wrath-god-of-ruin-god-of-pain-original-imahan82btnyzhja.jpeg,,,,,,,,,,,first,,,fictions,,,,,,,Other Books
"God of Fury (Paperback, Rina Kent)",9782876144521,God of Fury,Rina Kent,xcfg,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/b/9/g/god-of-fury-original-imahb3zyhtzvkydw.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"God of Fury  (Paperback, Rina Kent) ",9785655500778,God of Fury,Rina Kent,Rina Kent,Paperback,English,"Crime, Mystery and Thriller Books",https://img.fkcdn.com/image/xif0q/book/o/r/k/god-of-fury-original-imahaky5v7nmzak9.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"GOD OF FURY  (Paperback, RINA KENT)",9787939627935,GOD OF FURY,RINA KENT,SKYZONE EASYBUY,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/c/i/x/god-of-fury-original-imahd6c2fanktkez.jpeg,,,,,,,,,,,1,2025,500,best fiction books,,,,,,,Other Books
"God of Fury (English, Paperback, Kent Rina)",9781685452186,God of Fury,Kent Rina,"Blackthorn Books, LLC",Paperback,English,Romance Books,https://img.fkcdn.com/image/xif0q/book/q/p/3/rina-kent-s-god-of-fury-book-one-in-series-paperback-original-imah4mhqhwfsyxfn.jpeg,,,,,,,,,,,2024,,512,Fiction,N/a,,"About the author
Rina Kent is a USA Today, international, and #1 Amazon bestselling author of everything enemies to lovers romance.

She's known to write unapologetic anti-heroes and villains because she often fell in love with men no one roots for. Her books are sprinkled with a touch of darkness, a pinch of angst, and an unhealthy dose of intensity.

She spends her private days in London laughing like an evil mastermind about adding mayhem to her expanding universe. When she's not writing, Rina travels, hikes, and spoils cats in a pure Cat Lady fashion.","God of Fury (Book 1) introduces readers to the compelling world of Rina Kent. As the daughter of a powerful lord, Rina's life is thrown into chaos when her father is assassinated and she is forced to flee their castle keep. Pursued by mysterious enemies, Rina must learn to harness her own latent magical abilities if she hopes to survive and uncover who is responsible for her father's death. This page-turning fantasy adventure follows Rina as she discovers secrets about her past and her potential future role in restoring peace to her kingdom. With vivid characters and detailed world-building, readers are immersed in Kent's lush realm. This opening installment sets the stage for an epic battle between good and evil, and leaves readers eagerly awaiting the next chapter in Rina's journey.
#TheGodofFury
#RinaKent
#RomanticSuspense
#DarkRomance
#BookRecommendation
#BookReview
#MustRead
#BookLovers
#SteamyRomance
#AlphaHero
#Bookish
#AmReading
#NewRelease
#RomanceBooks
#BookObsessed
#BookAddict
#ReadingCommunity",1,Fiction,Fiction Books
God of Fury ,9781464232053,God of Fury (Deluxe Edition),Kent Rina,Bloom Books,Paperback,English,Supernatural and Horror Fiction Books,https://img.fkcdn.com/image/xif0q/book/2/o/5/god-of-fury-deluxe-edition-original-imahfnaykyyyreyz.jpeg,,,,,,,,,,,,,624,Fiction,,9781660089055,,,,Fiction,Fiction Books
"God of Fury, God of Wrath, God of Malice, God of Ruin: Set of 4",9786453263834,"God of Fury, God of Wrath, God of Malice, God of Ruin, Set of 4 Books Paperback Perfect Paperback – 1 January 2024
by RINA KENT (Author)",rina kent,? Blackthorn Books,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/b/j/a/god-of-fury-god-of-wrath-god-of-malice-god-of-ruin-set-of-4-original-imahfysgqhuhye6z.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
God of Fury: Rina Kent,9785778877801,God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print),Rina Kent,VEXONIX,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/z/5/1/god-of-fury-special-edition-print-5-legacy-of-gods-special-original-imahf5hbxsyrr9jh.jpeg,https://img.fkcdn.com/image/xif0q/book/s/y/f/god-of-fury-special-edition-print-5-legacy-of-gods-special-original-imahf5hbs3ftfvtn.jpeg,,,,,,,,,,1,2023,512,"M M Romance
Romance
Dark
College
LGBT
Contemporary
New Adult",,,,"From USA Today bestselling author Rina Kent comes a new STANDALONE MM college romance.

I'm not attracted to men.

Or so I thought before I slammed into Nikolai Sokolov.

A mafia heir, a notorious bastard, and a violent monster.

An ill-fated meeting puts me in his path.

And just like that, he has his sights set on me.

A quiet artist, a golden boy, and his enemy's twin brother.

He doesn't seem to care that the odds are stacked against us.

In fact, he sets out to break my steel-like control and blur my limits.

I thought my biggest worry was being noticed by Nikolai.

I'm learning the hard way that being wanted by this beautiful nightmare is much worse.



This book can be read on its own, but for a better understanding of the world, you might want to start with God of Malice.",1,,Literature Books
God of Fury:  Rina Kent,9786453875945,"God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print) Paperback – Import, 6 December 2023
by Rina Kent (Author)",rina kent,Blackthorn Books,Paperback,English,"Body, Mind and Spirit Books",https://img.fkcdn.com/image/xif0q/book/a/r/e/god-of-fury-special-edition-print-5-legacy-of-gods-special-original-imah4x4p6yxnuc9r.jpeg,https://img.fkcdn.com/image/xif0q/book/q/s/e/god-of-fury-special-edition-print-5-legacy-of-gods-special-original-imah4x4pgamwdkpr.jpeg,,,,,,,,,,2023,2023,512,fiction,,,"About the author
Rina Kent is a USA Today, international, and #1 Amazon bestselling author of everything enemies to lovers romance.

She's known to write unapologetic anti-heroes and villains because she often fell in love with men no one roots for. Her books are sprinkled with a touch of darkness, a pinch of angst, and an unhealthy dose of intensity.

She spends her private days in London laughing like an evil mastermind about adding mayhem to her expanding universe. When she's not writing, Rina travels, hikes, and spoils cats in a pure Cat Lady fashion.",,,Fiction,Philosophy and Religion Books
God of Fury by Rina Kent,9786453875853,"God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print) Paperback – Import, 6 December 2023
by Rina Kent (Author)",rina kent,Blackthorn Books,Paperback,English,Crime,https://img.fkcdn.com/image/xif0q/book/k/u/s/god-of-fury-special-edition-print-5-legacy-of-gods-special-original-imahfyzerk9dnvbj.jpeg,,,,,,,,,,,2023,2023,512,fiction,,,"Rina Kent is a USA Today, international, and #1 Amazon bestselling author of everything enemies to lovers romance.

She's known to write unapologetic anti-heroes and villains because she often fell in love with men no one roots for. Her books are sprinkled with a touch of darkness, a pinch of angst, and an unhealthy dose of intensity.

She spends her private days in London laughing like an evil mastermind about adding mayhem to her expanding universe. When she's not writing, Rina travels, hikes, and spoils cats in a pure Cat Lady fashion.","From USA Today bestselling author Rina Kent comes a new STANDALONE MM college romance.

I'm not attracted to men.

Or so I thought before I slammed into Nikolai Sokolov.

A mafia heir, a notorious bastard, and a violent monster.

An ill-fated meeting puts me in his path.

And just like that, he has his sights set on me.

A quiet artist, a golden boy, and his enemy's twin brother.

He doesn't seem to care that the odds are stacked against us.

In fact, he sets out to break my steel-like control and blur my limits.

I thought my biggest worry was being noticed by Nikolai.

I'm learning the hard way that being wanted by this beautiful nightmare is much worse.",,Fiction,Philosophy and Religion Books
God of Malice ,9781685450984,God of Malice,Kent Rina,"Blackthorn Books, LLC",Paperback,English,Romance Books,https://img.fkcdn.com/image/xif0q/book/d/b/8/god-of-malice-original-imah4erj8f2neuxa.jpeg,https://img.fkcdn.com/image/xif0q/book/7/6/9/god-of-malice-original-imah4erjyghk2b2u.jpeg,,,,,,,,,,2022,2022,464,Fiction,1 book,,"About the author
Rina Kent is a USA Today, international, and #1 Amazon bestselling author of everything enemies to lovers romance.

She's known to write unapologetic anti-heroes and villains because she often fell in love with men no one roots for. Her books are sprinkled with a touch of darkness, a pinch of angst, and an unhealthy dose of intensity.

She spends her private days in London laughing like an evil mastermind about adding mayhem to her expanding universe. When she's not writing, Rina travels, hikes, and spoils cats in a pure Cat Lady fashion.","I caught the attenton of a monster I didn't ask for it. Didn't even see it coming. But the moment I do. It's too late. Killian Carson is a predators wrapped in sophisticated charm. He's cold blooded, manipulative, abd savage. The worst part is that no one sees his devil side. I do. And that will cost me everything. I run, but the things about monsters? They always chase.",1,Fiction,Fiction Books
"God of Malice (Paperback, Rina Kent) ",9784156640723,God of Malice,Rina Kent,Rina Kent,Paperback,English,Teen & Young Adult,https://img.fkcdn.com/image/xif0q/book/f/x/t/god-of-malice-original-imaheqyb7egaghue.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"God of Malice  (Paperback, Rina Kent) ",9786492622791,God of Malice,Rina Kent,Rina Kent,Paperback,English,Romance Books,https://img.fkcdn.com/image/xif0q/book/n/u/3/god-of-malice-original-imahdr8rchzg29d4.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
